date,name,unit,value,doc_name,doc_type,doc_upload_date,arc_name,parsed,doc_balancesheetdate,doc_companieshouseregisterednumber,doc_standard_type,doc_standard_date,doc_standard_link,sign
2011-08-31,creditorsduewithinoneyeartotalcurrentliabilities,iso4217:GBP,73451.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,creditorsduewithinoneyeartotalcurrentliabilities,iso4217:GBP,68539.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,netcurrentassetsliabilities,iso4217:GBP,-14067.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,netcurrentassetsliabilities,iso4217:GBP,-4644.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,totalassetslesscurrentliabilities,iso4217:GBP,171938.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,totalassetslesscurrentliabilities,iso4217:GBP,161814.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,creditorsdueafteroneyeartotalnoncurrentliabilities,iso4217:GBP,19821.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,creditorsdueafteroneyeartotalnoncurrentliabilities,iso4217:GBP,12127.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,netassetsliabilitiesincludingpensionassetliability,iso4217:GBP,152117.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,netassetsliabilitiesincludingpensionassetliability,iso4217:GBP,149687.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,profitlossaccountreserve,iso4217:GBP,152117.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,profitlossaccountreserve,iso4217:GBP,149687.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,shareholderfunds,iso4217:GBP,152117.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-08-31,shareholderfunds,iso4217:GBP,149687.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,companyentitledtoexemptionundersection477companiesact2006,NA,true,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,membershavenotrequiredcompanytoobtainanaudit,NA,true,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,directorsacknowledgetheirresponsibilitiesundercompaniesact,NA,true,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,accountsareinaccordancewithspecialprovisionscompaniesactrelatingtosmallcompanies,NA,true,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,dateapproval,NA,2011-10-24,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,nameapprovingdirector,NA,R Shreever,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,nameadditionalapprovingperson,NA,Mrs B M Roper,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,positionadditionalapprovingperson,NA,Director,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,accountspreparedunderhistoricalcostconventioninaccordancewithfrsse05,NA,true,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,titleaccountingpolicy,NA,Turnover,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,contentaccountingpolicy,NA,"Turnover represents net invoiced sales of goods and services, excluding VAT.",Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,categoryitem,NA,Land and Buildings,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,typedepreciation,NA,Reducing Balance,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,ratedepreciation,xbrli:pure,2.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,categoryitem,NA,Plant and Machinery,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,typedepreciation,NA,Reducing Balance,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,ratedepreciation,xbrli:pure,15.0,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,titleadditionalnote,NA,CAPITAL,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,contentadditionalnote,NA,The company is Limited by guarantee of the members in accordance with the Memorandum of Association.,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,companieshousedocumentauthentication,NA, ,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-08-31,dateaccountsreceived,NA,2012-04-09,Prod224_9977_00069797_20110831.xml,xml,2020-08-25 12:42:19.080249,Accounts_monthly_Data-April2012,True,2011-08-31,00069797,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,companynotdormant,NA,true,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,companieshouseregisterednumber,NA,00080534,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,entitycurrentlegalname,NA,PARK CONSERVATIVE CLUB COMPANY(CARDIFF)LIMITED(THE),Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,balancesheetdate,NA,2011-12-31,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,calledupsharecapitalnotpaidnotexpressedascurrentasset,iso4217:GBP,0.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,tangiblefixedassets,iso4217:GBP,229986.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,tangiblefixedassets,iso4217:GBP,232611.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,tangiblefixedassetscostorvaluation,iso4217:GBP,310829.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,tangiblefixedassetscostorvaluation,iso4217:GBP,310829.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,tangiblefixedassetsdepreciation,iso4217:GBP,78218.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,tangiblefixedassetsdepreciation,iso4217:GBP,80843.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,tangiblefixedassetsdepreciationchargeforperiod,iso4217:GBP,2625.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,fixedassets,iso4217:GBP,229986.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,fixedassets,iso4217:GBP,232611.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,stocksinventory,iso4217:GBP,6833.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,stocksinventory,iso4217:GBP,7363.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,cashbankinhand,iso4217:GBP,47504.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,cashbankinhand,iso4217:GBP,24378.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,currentassets,iso4217:GBP,54337.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,currentassets,iso4217:GBP,31741.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,prepaymentsaccruedincomenotexpressedwithincurrentassetsub-total,iso4217:GBP,1500.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,creditorsduewithinoneyeartotalcurrentliabilities,iso4217:GBP,20216.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,creditorsduewithinoneyeartotalcurrentliabilities,iso4217:GBP,22978.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,netcurrentassetsliabilities,iso4217:GBP,35621.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,netcurrentassetsliabilities,iso4217:GBP,8763.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,totalassetslesscurrentliabilities,iso4217:GBP,265607.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,totalassetslesscurrentliabilities,iso4217:GBP,241374.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,creditorsdueafteroneyeartotalnoncurrentliabilities,iso4217:GBP,2642.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,accrualsdeferredincome,iso4217:GBP,7049.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,accrualsdeferredincome,iso4217:GBP,2252.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,netassetsliabilitiesincludingpensionassetliability,iso4217:GBP,258558.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,netassetsliabilitiesincludingpensionassetliability,iso4217:GBP,236480.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,calledupsharecapital,iso4217:GBP,2043.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,calledupsharecapital,iso4217:GBP,2033.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,profitlossaccountreserve,iso4217:GBP,256515.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,profitlossaccountreserve,iso4217:GBP,234447.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,shareholderfunds,iso4217:GBP,258558.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2010-12-31,shareholderfunds,iso4217:GBP,236480.0,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,companyentitledtoexemptionundersection477companiesact2006,NA,true,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
2011-12-31,membershavenotrequiredcompanytoobtainanaudit,NA,true,Prod224_9977_00080534_20111231.xml,xml,2020-08-25 12:42:19.589472,Accounts_monthly_Data-April2012,True,2011-12-31,00080534,uk-gaap-ae,2008-04-06,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2008-04-06/uk-gaap-ae-2008-04-06.xsd,
